comment,clean_comment,label,platform,timestamp
Overclaim parah! Cuma menang di kemasan doang.,overclaim parah! cuma menang di kemasan doang.,negatif,Instagram,2026-03-26 10:46:03
"Produknya bikin kulit panas, gak cocok sama sekali.","produknya bikin kulit panas, gak cocok sama sekali.",negatif,TikTok,2026-04-09 16:48:03
"Cuma nonton sebentar, malah liat org rontok gontokan dan persaingan bisnis.",cuma nonton sebentar malah liat org rontok gontokan dan persaingan bisnis,netral,X (Twitter),2026-04-05 20:48:03
Ratu glow dok aman ngga ya,ratu glow dok aman ngga ya,netral,TikTok,2026-04-09 12:05:03
Muka aku malah jadi breakout parah setelah pake ini.,muka aku malah jadi breakout parah setelah pake ini.,negatif,Instagram,2026-04-05 08:35:03
"Efeknya langsung kerasa di pemakaian pertama, mantap!","efeknya langsung kerasa di pemakaian pertama, mantap!",positif,X (Twitter),2026-04-03 06:34:03
"Gak nyesel beli ini, harganya worth it banget sama kualitasnya.","gak nyesel beli ini, harganya worth it banget sama kualitasnya.",positif,Instagram,2026-04-17 08:25:03
F&A skin glow amam gk dok,fa skin glow amam gk dok,netral,Instagram,2026-03-31 09:20:03
"Itu juga termasuk skincare, yg dimaksud skincare itu produk yang dikhususkan untuk merawat wajah seperti Face wash day cream night cream toner serum juga , Wardah pun termasuk skincare Bun (Face wash/sabun cuci mukanya) day cream/ krim siang Wardah, night cream Wardah) yg di Tv itu juga termasuk skincare Bun Garnier ada, Pond's juga , Merek Lainpun banyak 😊, yg dimaksud bukan skincare antara lain Bedak padat, bedak tabur ,BB cream foundation",itu juga termasuk skincare yg dimaksud skincare itu produk yang dikhususkan untuk merawat wajah seperti face wash day cream night cream toner serum juga  wardah pun termasuk skincare bun face washsabun cuci mukanya day cream krim siang wardah night cream wardah yg di tv itu juga termasuk skincare bun garnier ada ponds juga  merek lainpun banyak  yg dimaksud bukan skincare antara lain bedak padat bedak tabur bb cream foundation,netral,Instagram,2026-03-27 21:38:03
Dokk riview produk jestam dok,dokk riview produk jestam dok,netral,Instagram,2026-04-03 18:38:03
Muka aku malah jadi breakout parah setelah pake ini.,muka aku malah jadi breakout parah setelah pake ini.,negatif,TikTok,2026-04-08 11:15:03
"Alhamdulillah cocok, mukaku jadi lebih cerah sekarang.","alhamdulillah cocok, mukaku jadi lebih cerah sekarang.",positif,TikTok,2026-04-18 15:11:03
"Alhamdulillah cocok, mukaku jadi lebih cerah sekarang.","alhamdulillah cocok, mukaku jadi lebih cerah sekarang.",positif,TikTok,2026-04-09 16:01:03
Katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,negatif,X (Twitter),2026-04-10 21:31:03
"aku punya ide sebab menonton video ini
🤫🤫","aku punya ide sebab menonton video ini
",netral,Instagram,2026-03-26 09:41:03
"Kapok beli skincare ini, mending beli brand lain yang lebih jujur.","kapok beli skincare ini, mending beli brand lain yang lebih jujur.",negatif,TikTok,2026-04-06 16:49:03
"Menurut saya sendiri sebagai konsumen dan orang yang mengikuti perkembangan skincare dan make up, masyarakat Indonesia udah mulai sadar akan pentingnya skincare. Bahkan pada titik masyarakat udah bisa disebut sebagai skincare enthusiast. Semua produk baru, merk dan brand baru, disambut dan direview satu per satu, bahkan oleh yang bukan influencer. Menghasilkan review jujur yang bisa menambah konsumen suatu brand. 

Perkembangan pola pikir masyarakat Indonesia tentang skincare dan juga make up ini sampai membuat masyarakat tidak hanya tahu cara pakai sebuah produk tersebut, bahkan sampai zat yang dikandung dan fungsinya. Makanya akhir-akhir ini brand skincare daripada mencantumkan embel-embeql 'brighrening', 'whitening', 'glowing', mereka malah langsung to the point mencantumkan bahan dan zat yang digunakan beserta persentasenya. Karena masyarakat sudah mulai paham fungsi dari kandungan bahan tersebut digunakan untuk permasalahan kulit yang bagaimana. Misalnya AHA BHA PHA untuk eksfoliasi, Niacinamide dan Vitamin C untuk mencerahkan dan menghilangkan noda di kulit, dan sebagainya. 

Meningkatanya kesadaran dan pengetahuan masyarakat Indonesia tentang skincare difasilitasi dengan adanya berbagai produk dan brand baru yang bagus dan berkualitas sangat terasa. Brand-brand lama yang gak mau berubah pun juga mulai ketinggalan dengan adanya produk dan brand baru yang keluar. Konsumen juga semakin mudah menemukan produk yang sesuai dengan kulitnya, mengingat permasalah setiap kulit orang yang berbeda-beda.","menurut saya sendiri sebagai konsumen dan orang yang mengikuti perkembangan skincare dan make up masyarakat indonesia udah mulai sadar akan pentingnya skincare bahkan pada titik masyarakat udah bisa disebut sebagai skincare enthusiast semua produk baru merk dan brand baru disambut dan direview satu per satu bahkan oleh yang bukan influencer menghasilkan review jujur yang bisa menambah konsumen suatu brand 

perkembangan pola pikir masyarakat indonesia tentang skincare dan juga make up ini sampai membuat masyarakat tidak hanya tahu cara pakai sebuah produk tersebut bahkan sampai zat yang dikandung dan fungsinya makanya akhirakhir ini brand skincare daripada mencantumkan embelembeql brighrening whitening glowing mereka malah langsung to the point mencantumkan bahan dan zat yang digunakan beserta persentasenya karena masyarakat sudah mulai paham fungsi dari kandungan bahan tersebut digunakan untuk permasalahan kulit yang bagaimana misalnya aha bha pha untuk eksfoliasi niacinamide dan vitamin c untuk mencerahkan dan menghilangkan noda di kulit dan sebagainya 

meningkatanya kesadaran dan pengetahuan masyarakat indonesia tentang skincare difasilitasi dengan adanya berbagai produk dan brand baru yang bagus dan berkualitas sangat terasa brandbrand lama yang gak mau berubah pun juga mulai ketinggalan dengan adanya produk dan brand baru yang keluar konsumen juga semakin mudah menemukan produk yang sesuai dengan kulitnya mengingat permasalah setiap kulit orang yang berbedabeda",positif,X (Twitter),2026-04-09 17:46:03
"Gak nyesel beli ini, harganya worth it banget sama kualitasnya.","gak nyesel beli ini, harganya worth it banget sama kualitasnya.",positif,Instagram,2026-04-03 17:34:03
Produknya original dan cocok di kulit aku yang sensitif.,produknya original dan cocok di kulit aku yang sensitif.,positif,Instagram,2026-04-03 14:08:03
Sepertinya skin care for men akan melejit dimasa depan...,sepertinya skin care for men akan melejit dimasa depan,netral,Instagram,2026-04-02 08:19:03
"Jangan percaya iklan, ini cuma overclaim doang harganya mahal.","jangan percaya iklan, ini cuma overclaim doang harganya mahal.",negatif,X (Twitter),2026-03-30 16:20:03
makasihkak,makasihkak,netral,Instagram,2026-04-17 08:58:03
kak buatin selaim dong yang warnanya     kesukaan aku    aku itu suka warna bening,kak buatin selaim dong yang warnanya     kesukaan aku    aku itu suka warna bening,netral,Instagram,2026-03-26 00:18:03
"Marketingnya aja yang kenceng, kualitasnya zonk.","marketingnya aja yang kenceng, kualitasnya zonk.",negatif,TikTok,2026-04-14 22:23:03
kok kayak skinker emak ku ada warna pink ungu dan ungu tua itu emak ku yang punya,kok kayak skinker emak ku ada warna pink ungu dan ungu tua itu emak ku yang punya,netral,Instagram,2026-04-07 13:49:03
"Barangnya cepat sampai, packing aman, produknya juara.","barangnya cepat sampai, packing aman, produknya juara.",positif,Instagram,2026-04-07 22:22:03
Baru mau niat pake maxie eh taunya merkurii.. ngga jadi deh😊 makasih dok,baru mau niat pake maxie eh taunya merkurii ngga jadi deh makasih dok,netral,X (Twitter),2026-03-23 08:07:03
"Alhamdulillah cocok, mukaku jadi lebih cerah sekarang.","alhamdulillah cocok, mukaku jadi lebih cerah sekarang.",positif,TikTok,2026-04-07 00:38:03
"Suka banget sama hasilnya, beneran glowing!","suka banget sama hasilnya, beneran glowing!",positif,X (Twitter),2026-04-12 10:03:03
Mntaaap,mntaaap,netral,X (Twitter),2026-04-01 02:25:03
Masak terakhir dok. Jangan ....kt masih butuh .... Review Atomy dok ..kebetulan sy pake dan utk ukuran kantong sy agak mahal sebenarnya ...,masak terakhir dok jangan kt masih butuh  review atomy dok kebetulan sy pake dan utk ukuran kantong sy agak mahal sebenarnya ,netral,Instagram,2026-03-21 14:37:03
cantik betul,cantik betul,netral,TikTok,2026-04-06 05:54:03
" @dodohinganaday9318  keren ya, mas mereka saling bersinergi.. kereen..
soft selling iklan scarlet di framing edukasi skin care..

S3 marketing..
apalah daya kita di bawah cuma bisa mengamat i.. pingin banget ada sharing2 gitu..

dunia advertising di kemas bermacam2..."," dodohinganaday9318  keren ya mas mereka saling bersinergi kereen
soft selling iklan scarlet di framing edukasi skin care

s3 marketing
apalah daya kita di bawah cuma bisa mengamat i pingin banget ada sharing2 gitu

dunia advertising di kemas bermacam2",positif,X (Twitter),2026-04-16 00:31:03
"Gak nyesel beli ini, harganya worth it banget sama kualitasnya.","gak nyesel beli ini, harganya worth it banget sama kualitasnya.",positif,Instagram,2026-04-11 05:50:03
"Jangan percaya iklan, ini cuma overclaim doang harganya mahal.","jangan percaya iklan, ini cuma overclaim doang harganya mahal.",negatif,TikTok,2026-03-28 16:22:03
kak meissie kurang warna pink nya,kak meissie kurang warna pink nya,netral,TikTok,2026-04-02 20:47:03
Animate aman... bpom dan ingredients nya bagus,animate aman bpom dan ingredients nya bagus,positif,Instagram,2026-03-29 13:03:03
"Efeknya langsung kerasa di pemakaian pertama, mantap!","efeknya langsung kerasa di pemakaian pertama, mantap!",positif,TikTok,2026-04-05 08:49:03
nama saya juga vero,nama saya juga vero,netral,Instagram,2026-03-26 01:35:03
"Kecewa banget, baunya aneh dan bikin kulit gatal.","kecewa banget, baunya aneh dan bikin kulit gatal.",negatif,Instagram,2026-03-28 02:06:03
sunscreen yg ada aloeveranya ngga bisa bwt wajah jerawatan dok,sunscreen yg ada aloeveranya ngga bisa bwt wajah jerawatan dok,netral,Instagram,2026-03-31 16:50:03
"Jangan percaya iklan, ini cuma overclaim doang harganya mahal.","jangan percaya iklan, ini cuma overclaim doang harganya mahal.",negatif,TikTok,2026-04-04 06:37:03
"kok liat doktif duduk pegel sendiri leher ku, g bisakah ya duduk lurus aj jd leher g perlu mengot ngomong m bang densu",kok liat doktif duduk pegel sendiri leher ku g bisakah ya duduk lurus aj jd leher g perlu mengot ngomong m bang densu,netral,X (Twitter),2026-04-03 14:38:03
kk aku liat di tiktok  yang mirip kk tapi beda negara serbia  kena kosta,kk aku liat di tiktok  yang mirip kk tapi beda negara serbia  kena kosta,netral,TikTok,2026-04-19 08:15:03
"Nyesel banget beli, katanya overclaim ya? Gak ngefek di aku.","nyesel banget beli, katanya overclaim ya? gak ngefek di aku.",negatif,Instagram,2026-04-20 04:56:03
"Marketingnya aja yang kenceng, kualitasnya zonk.","marketingnya aja yang kenceng, kualitasnya zonk.",negatif,Instagram,2026-03-22 04:00:03
Katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,negatif,Instagram,2026-03-23 09:08:03
"Bintang 5 pokoknya, scarlett emang gak pernah gagal.","bintang 5 pokoknya, scarlett emang gak pernah gagal.",positif,X (Twitter),2026-04-14 00:00:03
"Kapok beli skincare ini, mending beli brand lain yang lebih jujur.","kapok beli skincare ini, mending beli brand lain yang lebih jujur.",negatif,Instagram,2026-03-27 15:29:03
"Produknya bikin kulit panas, gak cocok sama sekali.","produknya bikin kulit panas, gak cocok sama sekali.",negatif,TikTok,2026-04-17 21:58:03
"Produknya bikin kulit panas, gak cocok sama sekali.","produknya bikin kulit panas, gak cocok sama sekali.",negatif,TikTok,2026-04-14 20:22:03
"Jangan percaya iklan, ini cuma overclaim doang harganya mahal.","jangan percaya iklan, ini cuma overclaim doang harganya mahal.",negatif,Instagram,2026-04-12 11:15:03
"Bu samira kalau mau menutup aurat gunakanlah pakaian yg benar.
Kalau hanya ingin menyamarkan wajah anda gunakan topeng.
Tapi jangan menggunakan pakaian seperti ini seolah2 berhijab tapi bajunya ketat dan membentuk tubuh seperti itu.
Anda pasti tau kan menutup aurat yg benar utk muslimah itu seperti apa.","bu samira kalau mau menutup aurat gunakanlah pakaian yg benar
kalau hanya ingin menyamarkan wajah anda gunakan topeng
tapi jangan menggunakan pakaian seperti ini seolah2 berhijab tapi bajunya ketat dan membentuk tubuh seperti itu
anda pasti tau kan menutup aurat yg benar utk muslimah itu seperti apa",netral,X (Twitter),2026-03-23 01:23:03
"Efeknya langsung kerasa di pemakaian pertama, mantap!","efeknya langsung kerasa di pemakaian pertama, mantap!",positif,Instagram,2026-04-11 23:35:03
"Nyesel banget beli, katanya overclaim ya? Gak ngefek di aku.","nyesel banget beli, katanya overclaim ya? gak ngefek di aku.",negatif,X (Twitter),2026-03-22 19:40:03
Overclaim parah! Cuma menang di kemasan doang.,overclaim parah! cuma menang di kemasan doang.,negatif,X (Twitter),2026-04-02 19:28:03
kak pelembab yang bisa menghilangkan bruntusan dan kulit kering,kak pelembab yang bisa menghilangkan bruntusan dan kulit kering,netral,TikTok,2026-04-14 08:38:03
"Kapok beli skincare ini, mending beli brand lain yang lebih jujur.","kapok beli skincare ini, mending beli brand lain yang lebih jujur.",negatif,X (Twitter),2026-03-30 21:57:03
"Bagus banget, udah botol ketiga tetap cinta.","bagus banget, udah botol ketiga tetap cinta.",positif,X (Twitter),2026-03-26 23:39:03
"Kapok beli skincare ini, mending beli brand lain yang lebih jujur.","kapok beli skincare ini, mending beli brand lain yang lebih jujur.",negatif,Instagram,2026-03-29 01:01:03
Muka aku malah jadi breakout parah setelah pake ini.,muka aku malah jadi breakout parah setelah pake ini.,negatif,X (Twitter),2026-03-28 11:16:03
ya pas kk  meissie bilang tut tut tut tut lucu bangat,ya pas kk  meissie bilang tut tut tut tut lucu bangat,positif,TikTok,2026-04-05 19:24:03
Asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,positif,X (Twitter),2026-04-13 20:39:03
sunscreen yg ada aloe veranya kenapa ya,sunscreen yg ada aloe veranya kenapa ya,netral,Instagram,2026-04-02 20:04:03
kak cuba buat trend foto nenek,kak cuba buat trend foto nenek,netral,TikTok,2026-04-14 14:37:03
"Bintang 5 pokoknya, scarlett emang gak pernah gagal.","bintang 5 pokoknya, scarlett emang gak pernah gagal.",positif,TikTok,2026-04-12 13:05:03
"Kelihatan banget persaingan bisnisnya, sengaja banget jelekin kompetitor biar dagangannya laku",kelihatan banget persaingan bisnisnya sengaja banget jelekin kompetitor biar dagangannya laku,negatif,X (Twitter),2026-04-13 23:37:03
Produknya original dan cocok di kulit aku yang sensitif.,produknya original dan cocok di kulit aku yang sensitif.,positif,X (Twitter),2026-03-25 04:17:03
"Gak nyesel beli ini, harganya worth it banget sama kualitasnya.","gak nyesel beli ini, harganya worth it banget sama kualitasnya.",positif,Instagram,2026-03-31 02:04:03
kk meissie si kk chelo mau buat kesing hp untuk kakak,kk meissie si kk chelo mau buat kesing hp untuk kakak,netral,Instagram,2026-04-17 21:04:03
Strategi marketing jatuhin orang lain itu basi banget,strategi marketing jatuhin orang lain itu basi banget,netral,TikTok,2026-04-20 07:41:03
"Bintang 5 pokoknya, scarlett emang gak pernah gagal.","bintang 5 pokoknya, scarlett emang gak pernah gagal.",positif,X (Twitter),2026-04-16 11:26:03
"Gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.","gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.",negatif,TikTok,2026-04-16 21:30:03
"Produknya bikin kulit panas, gak cocok sama sekali.","produknya bikin kulit panas, gak cocok sama sekali.",negatif,TikTok,2026-04-03 16:53:03
kak meissie makin lama tambah gemoyylucukkrandom,kak meissie makin lama tambah gemoyylucukkrandom,positif,X (Twitter),2026-04-20 06:13:03
"jujur kasihan dr richard, kelihatan banget sering jadi target di industri yang sama",jujur kasihan dr richard kelihatan banget sering jadi target di industri yang sama,netral,Instagram,2026-04-01 15:14:03
"Gak nyesel beli ini, harganya worth it banget sama kualitasnya.","gak nyesel beli ini, harganya worth it banget sama kualitasnya.",positif,TikTok,2026-04-12 00:59:03
Maxie skin care gmn dok tolong d jwb dok aman gk tu,maxie skin care gmn dok tolong d jwb dok aman gk tu,netral,X (Twitter),2026-04-12 11:53:03
"tapi jujur setiap liat influencer yg flexing soal skincare dan marketingnya kenceng bgt, overclaim dll malah bikin jadi ragu. awalnya ragu sm komentar doktif tpi makin kesini jd lebih percaya dia dibanding marketing skincare lain WKWKWK",tapi jujur setiap liat influencer yg flexing soal skincare dan marketingnya kenceng bgt overclaim dll malah bikin jadi ragu awalnya ragu sm komentar doktif tpi makin kesini jd lebih percaya dia dibanding marketing skincare lain wkwkwk,netral,TikTok,2026-03-25 17:06:03
Produknya original dan cocok di kulit aku yang sensitif.,produknya original dan cocok di kulit aku yang sensitif.,positif,TikTok,2026-03-26 00:19:03
langsung kaget pas kak meissie tambqhin segepok,langsung kaget pas kak meissie tambqhin segepok,netral,TikTok,2026-04-11 10:47:03
Sama saya juga seperti itu rusak jadi hit abu2,sama saya juga seperti itu rusak jadi hit abu2,netral,X (Twitter),2026-04-19 19:36:03
"Gak nyesel beli ini, harganya worth it banget sama kualitasnya.","gak nyesel beli ini, harganya worth it banget sama kualitasnya.",positif,TikTok,2026-03-26 03:42:03
